Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Tgt,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value,Z_Last Rental Price
111 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,90.0,1975.0,560.0,2023-07-04,7,False,405000.0,260000.0,0.6745,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-1.8789642857142856,0.6745
4 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,150.0,96.0,2019.0,560.0,2024-11-28,27,False,660000.0,260000.0,0.6745,674500000.0,0.0,-45866000000.0,1.01175,0.43360714285714286,13490000000.0,0.5781428571428572,0.6745
14 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,189.0,96.0,2019.0,560.0,2024-02-02,7,False,660000.0,260000.0,0.6745,674500000.0,0.0,-19560500000.0,1.01175,0.43360714285714286,0.0,0.5781428571428572,0.6745
58 FLOCKTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,1.0,703.0,104.0,1950.0,560.0,2024-03-21,7,False,670000.0,395000.0,-1.2141,0.0,0.0,5.841651785714285,-1.2094482758620688,-1.68625,0.0,-0.5995555555555555,-1.2141
4/169 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,560.0,2024-02-23,7,False,600000.0,190000.0,0.6745,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,0.0,0.0,0.6745
208B CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,127.0,92.0,2022.0,560.0,2024-04-30,16,False,670000.0,210000.0,0.6745,674500000.0,0.0,-61379500000.0,0.7869166666666666,0.5781428571428571,6070500000.0,0.6745,0.6745
6/12 KEOGHS LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1976.0,560.0,2024-12-02,28,False,500000.0,285000.0,0.6745,0.0,0.0,0.0,0.11241666666666666,-1.6380714285714286,14164500000.0,-0.9635714285714285,0.6745
85 MALVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,160.0,1990.0,560.0,2023-11-30,7,False,860000.0,590000.0,-1.2141,0.0,674500000.0,0.0,1.3955172413793102,-0.33725,0.0,0.8243888888888888,-1.2141
31B PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,78.0,77.0,2023.0,560.0,2024-03-25,11,False,660000.0,260000.0,0.6745,674500000.0,0.0,-94429999999.99998,-0.05620833333333333,0.6263214285714286,2698000000.0,0.5781428571428572,0.6745
16 SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,650.0,134.0,1910.0,560.0,2023-07-07,7,False,810000.0,410000.0,-1.2141,0.0,674500000.0,5.203285714285714,0.18606896551724136,-3.03525,0.0,0.44966666666666666,-1.2141
2/121 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,82.0,78.0,2021.0,560.0,2024-03-26,7,False,605000.0,215000.0,-1.2141,674500000.0,0.0,-1.6380714285714286,-2.4188965517241376,0.708225,0.0,-1.0866944444444444,-1.2141
2/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,90.0,80.0,2023.0,560.0,2023-12-01,38,False,700000.0,280000.0,0.6745,0.0,0.0,-86336000000.0,0.11241666666666666,0.6263214285714286,20909500000.0,0.9635714285714285,0.6745
6/90 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,130.0,1990.0,560.0,2024-07-25,2,False,450000.0,305000.0,-1.2141,0.0,674500000.0,0.0,0.0,-0.33725,-3372500000.0,-2.2483333333333335,-1.2141
5/162 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,117.0,69.0,2023.0,560.0,2024-06-11,39,False,640000.0,300000.0,0.6745,0.0,0.0,-68124499999.99999,-0.505875,0.6263214285714286,21584000000.0,0.38542857142857145,0.6745
89 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,450.0,90.0,1960.0,555.0,2023-12-12,7,False,670000.0,470000.0,-1.28155,0.0,0.0,2.794357142857143,-1.860689655172414,-1.349,0.0,-0.5995555555555555,-1.28155
57 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,4,1.0,218.0,240.0,2000.0,555.0,2024-09-28,2,False,1180000.0,1070000.0,-0.7496901639344262,1349000000.0,-674500000.0,-0.8658245192307692,2.0774600000000003,0.505875,-3372500000.0,1.180375,-0.7496901639344262
5/32 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,137.0,68.0,2024.0,550.0,2024-10-05,8,False,620000.0,260000.0,0.4817857142857143,674500000.0,0.0,-54634499999.99999,-0.5620833333333334,0.6745,674500000.0,0.19271428571428573,0.4817857142857143
2/36 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,147.0,66.0,2024.0,550.0,2024-01-31,8,False,660000.0,250000.0,0.4817857142857143,0.0,0.0,-47889499999.99999,-0.6745,0.6745,674500000.0,0.5781428571428572,0.4817857142857143
2/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,99.0,78.0,2020.0,550.0,2024-11-29,7,False,600000.0,210000.0,0.4817857142857143,0.0,0.0,-80265500000.0,0.0,0.4817857142857143,0.0,0.0,0.4817857142857143
3/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,110.0,78.0,2020.0,550.0,2024-06-18,5,False,610000.0,230000.0,0.4817857142857143,0.0,0.0,-72846000000.0,0.0,0.4817857142857143,-1349000000.0,0.09635714285714286,0.4817857142857143
591B BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,218.0,120.0,1990.0,550.0,2024-04-30,26,False,670000.0,250000.0,-1.349,0.0,0.0,0.0,-0.4651724137931035,-0.33725,12815500000.0,-0.5995555555555555,-1.349
630 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,5.0,2,3.0,953.0,308.0,2000.0,550.0,2024-08-20,43,False,900000.0,820000.0,0.11432203389830509,0.0,0.0,0.6630677966101695,0.6688791666666667,0.44966666666666666,24282000000.0,-0.07843023255813954,0.11432203389830509
65 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,80.0,2005.0,550.0,2024-11-02,7,False,550000.0,220000.0,0.4817857142857143,0.0,0.0,0.0,0.11241666666666666,-0.24089285714285716,0.0,-0.48178571428571426,0.4817857142857143
4/66 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,72.0,75.0,2023.0,550.0,2023-09-27,21,False,555000.0,205000.0,0.4817857142857143,674500000.0,0.0,-98477000000.0,-0.168625,0.6263214285714286,9442999999.999998,-0.43360714285714286,0.4817857142857143
1/225 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,50.0,1970.0,550.0,2024-12-05,35,True,350000.0,143000.0,0.4817857142857143,0.0,0.0,0.0,-1.5738333333333332,-1.9271428571428573,18885999999.999996,-2.4089285714285715,0.4817857142857143
4/6 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,151.0,102.0,2024.0,550.0,2024-06-04,8,False,690000.0,290000.0,0.4817857142857143,674500000.0,0.0,-45191499999.99999,1.349,0.6745,674500000.0,0.8672142857142857,0.4817857142857143
167B GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,153.0,99.0,2023.0,550.0,2024-01-11,8,False,650000.0,240000.0,0.4817857142857143,674500000.0,0.0,-43842500000.0,1.180375,0.6263214285714286,674500000.0,0.48178571428571426,0.4817857142857143
2/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,96.0,90.0,2023.0,550.0,2024-07-04,9,False,630000.0,220000.0,0.4817857142857143,674500000.0,0.0,-82289000000.0,0.6745,0.6263214285714286,1349000000.0,0.2890714285714286,0.4817857142857143
7/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,1.0,80.0,90.0,2023.0,550.0,2024-05-10,26,False,620000.0,210000.0,0.4817857142857143,1349000000.0,0.0,-93081000000.0,0.6745,0.6263214285714286,12815500000.0,0.19271428571428573,0.4817857142857143
96A PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,192.0,102.0,2000.0,550.0,2024-05-06,7,False,580000.0,275000.0,-1.349,0.0,0.0,-0.3131607142857143,-1.3024827586206895,0.0,0.0,-1.2740555555555555,-1.349
2 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,202.0,96.0,2019.0,550.0,2023-07-13,7,False,660000.0,260000.0,0.4817857142857143,674500000.0,0.0,-10792000000.0,1.01175,0.43360714285714286,0.0,0.5781428571428572,0.4817857142857143
23 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,133.0,95.0,2019.0,550.0,2023-07-20,8,False,660000.0,260000.0,0.4817857142857143,674500000.0,0.0,-57332499999.99999,0.9555416666666666,0.43360714285714286,674500000.0,0.5781428571428572,0.4817857142857143
23 PASCOE AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,1.0,766.0,113.0,1930.0,550.0,2023-10-10,7,False,690000.0,420000.0,-1.349,0.0,0.0,6.600464285714286,-0.7907931034482758,-2.36075,0.0,-0.44966666666666666,-1.349
2/68 ABBERLEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,130.0,1980.0,550.0,2023-07-29,7,False,700000.0,510000.0,-1.349,0.0,0.0,0.0,0.0,-0.6745,0.0,-0.37472222222222223,-1.349
77A ABBERLEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,140.0,1970.0,550.0,2024-01-20,7,False,670000.0,415000.0,-1.349,0.0,674500000.0,0.0,0.4651724137931035,-1.01175,0.0,-0.5995555555555555,-1.349
91 ABBERLEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,506.0,100.0,1890.0,550.0,2024-03-19,152,False,1060000.0,670000.0,-1.349,0.0,0.0,3.468857142857143,-1.3955172413793102,-3.7097499999999997,97802499999.99998,2.3232777777777778,-1.349
6/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,106.0,67.0,2024.0,550.0,2024-07-17,29,False,630000.0,230000.0,0.4817857142857143,0.0,0.0,-75543999999.99998,-0.6182916666666667,0.6745,14839000000.0,0.2890714285714286,0.4817857142857143
4/70 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,95.0,2019.0,550.0,2023-08-11,7,False,640000.0,215000.0,0.4817857142857143,674500000.0,0.0,0.0,0.9555416666666666,0.43360714285714286,0.0,0.38542857142857145,0.4817857142857143
2/113 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,3,1.0,147.0,108.0,2020.0,550.0,2023-08-02,7,False,720000.0,390000.0,0.4817857142857143,1349000000.0,0.0,-47889499999.99999,1.68625,0.4817857142857143,0.0,1.1562857142857144,0.4817857142857143
5/121 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,208.0,80.0,2005.0,550.0,2023-10-27,7,False,730000.0,350000.0,-1.349,674500000.0,0.0,-0.12044642857142858,-2.325862068965517,0.168625,0.0,-0.14988888888888888,-1.349
48 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,80.0,2014.0,550.0,2024-04-25,7,False,720000.0,340000.0,0.4817857142857143,0.0,674500000.0,0.0,0.11241666666666666,0.1927142857142857,0.0,1.1562857142857144,0.4817857142857143
56 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,508.0,110.0,1930.0,550.0,2024-05-09,7,False,930000.0,750000.0,-1.349,0.0,674500000.0,3.4929464285714285,-0.930344827586207,-2.36075,0.0,1.349,-1.349
66 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,508.0,100.0,1920.0,550.0,2024-09-17,7,False,930000.0,750000.0,-1.349,0.0,0.0,3.4929464285714285,-1.3955172413793102,-2.698,0.0,1.349,-1.349
95 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,127.0,122.0,2010.0,550.0,2024-11-28,15,False,780000.0,305000.0,0.4817857142857143,674500000.0,0.0,-61379500000.0,2.4731666666666667,0.0,5396000000.0,1.7344285714285714,0.4817857142857143
24 COLES PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1990.0,550.0,2024-03-04,7,False,530000.0,240000.0,0.4817857142857143,0.0,0.0,0.0,1.7986666666666666,-0.9635714285714286,0.0,-0.6745,0.4817857142857143
1/1007 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,2.0,508.0,180.0,1970.0,550.0,2023-09-25,15,False,670000.0,305000.0,0.4817857142857143,674500000.0,674500000.0,195604999999.99997,5.733249999999999,-1.9271428571428573,5396000000.0,0.6745,0.4817857142857143
2/1007 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1975.0,550.0,2023-11-02,7,False,580000.0,400000.0,0.4817857142857143,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-0.19271428571428573,0.4817857142857143
19 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,455.0,98.0,1910.0,550.0,2023-09-01,7,False,660000.0,465000.0,0.4817857142857143,0.0,0.0,159856500000.0,1.1241666666666668,-4.817857142857143,0.0,0.5781428571428572,0.4817857142857143
44 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,752.0,100.0,1910.0,550.0,2024-08-20,7,False,750000.0,670000.0,-1.349,0.0,674500000.0,6.431839285714285,-1.3955172413793102,-3.03525,0.0,0.0,-1.349
1/72 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,93.0,1905.0,550.0,2024-09-15,12,False,750000.0,400000.0,-1.349,0.0,0.0,0.0,-1.7211379310344825,-3.203875,3372500000.0,0.0,-1.349
6/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,550.0,2024-09-17,28,False,600000.0,190000.0,0.4817857142857143,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,14164500000.0,0.0,0.4817857142857143
3/7 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,550.0,2023-12-04,7,False,560000.0,405000.0,0.4817857142857143,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-0.38542857142857145,0.4817857142857143
5/57 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,550.0,2024-09-03,7,False,550000.0,280000.0,0.4817857142857143,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-0.48178571428571426,0.4817857142857143
1/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,138.0,70.0,2024.0,550.0,2024-08-07,8,False,660000.0,330000.0,0.4817857142857143,0.0,0.0,-53960000000.0,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572,0.4817857142857143
3/84 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,550.0,2024-08-17,7,False,600000.0,355000.0,0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,0.0,0.4817857142857143
3/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,130.0,70.0,2023.0,550.0,2024-11-11,7,False,670000.0,280000.0,0.4817857142857143,0.0,0.0,-59356000000.0,-0.44966666666666666,0.6263214285714286,0.0,0.6745,0.4817857142857143
534B MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,273.0,77.0,2022.0,550.0,2023-10-30,7,False,650000.0,270000.0,0.4817857142857143,674500000.0,0.0,37097499999.99999,-0.05620833333333333,0.5781428571428571,0.0,0.48178571428571426,0.4817857142857143
2/542 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,253.0,127.0,2010.0,550.0,2023-10-06,7,False,670000.0,340000.0,-1.349,674500000.0,674500000.0,0.42156249999999995,-0.13955172413793102,0.33725,0.0,-0.5995555555555555,-1.349
3/542 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,314.0,127.0,2010.0,550.0,2023-10-05,7,False,680000.0,360000.0,-1.349,674500000.0,674500000.0,1.1562857142857141,-0.13955172413793102,0.33725,0.0,-0.5246111111111111,-1.349
3/552 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,117.0,80.0,2020.0,550.0,2024-06-19,7,False,660000.0,255000.0,0.4817857142857143,0.0,0.0,-68124499999.99999,0.11241666666666666,0.4817857142857143,0.0,0.5781428571428572,0.4817857142857143
8/552 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,104.0,80.0,2020.0,550.0,2024-08-29,7,False,645000.0,245000.0,0.4817857142857143,0.0,0.0,-76893000000.0,0.11241666666666666,0.4817857142857143,0.0,0.43360714285714286,0.4817857142857143
5/611 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,112.0,61.0,1990.0,550.0,2024-03-11,57,False,490000.0,240000.0,0.4817857142857143,0.0,0.0,-71497000000.0,-0.9555416666666666,-0.9635714285714286,33725000000.0,-1.0599285714285713,0.4817857142857143
6/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,96.0,90.0,2010.0,550.0,2024-08-25,70,False,600000.0,240000.0,0.4817857142857143,674500000.0,0.0,-82289000000.0,0.6745,0.0,42493499999.99999,0.0,0.4817857142857143
8/561 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,105.0,71.0,2023.0,550.0,2024-12-24,10,True,670000.0,360000.0,0.4817857142857143,0.0,0.0,-76218499999.99998,-0.3934583333333333,0.6263214285714286,2023499999.9999998,0.6745,0.4817857142857143
17 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,120.0,1930.0,550.0,2024-05-04,7,False,610000.0,335000.0,-1.349,0.0,0.0,0.0,-0.4651724137931035,-2.36075,0.0,-1.0492222222222223,-1.349
51 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,736.0,141.0,1920.0,550.0,2023-12-09,39,False,900000.0,590000.0,-0.7718049180327868,-674500000.0,-674500000.0,0.8139399038461538,-0.59356,-0.843125,21584000000.0,0.0,-0.7718049180327868
31A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,113.0,77.0,2023.0,550.0,2023-10-18,7,False,670000.0,270000.0,0.4817857142857143,0.0,0.0,-70822500000.0,-0.05620833333333333,0.6263214285714286,0.0,0.6745,0.4817857142857143
5/32 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,120.0,1970.0,550.0,2024-12-19,54,True,630000.0,345000.0,0.4817857142857143,0.0,0.0,0.0,2.36075,-1.9271428571428573,31701499999.999996,0.2890714285714286,0.4817857142857143
5/40 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1980.0,550.0,2024-09-27,7,False,540000.0,345000.0,0.4817857142857143,0.0,0.0,0.0,2.922833333333333,-1.4453571428571428,0.0,-0.5781428571428572,0.4817857142857143
4/97 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,95.0,66.0,2023.0,550.0,2024-12-19,15,True,640000.0,250000.0,0.4817857142857143,0.0,0.0,-82963499999.99998,-0.6745,0.6263214285714286,5396000000.0,0.38542857142857145,0.4817857142857143
140C SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,145.0,2000.0,550.0,2024-01-12,7,False,600000.0,310000.0,-1.349,0.0,674500000.0,0.0,0.6977586206896551,0.0,0.0,-1.1241666666666668,-1.349
5/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,550.0,2024-10-18,71,False,670000.0,270000.0,0.4817857142857143,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,43168000000.0,0.6745,0.4817857142857143
4/138 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,136.0,96.0,2021.0,550.0,2024-01-10,7,False,700000.0,210000.0,0.4817857142857143,0.0,0.0,-55308999999.99999,1.01175,0.5299642857142858,0.0,0.9635714285714285,0.4817857142857143
5/505 DURHAM STREET NORTH ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,122.0,70.0,2022.0,549.0,2024-04-17,7,False,665000.0,275000.0,0.46251428571428566,674500000.0,0.0,-64751999999.99999,-0.44966666666666666,0.5781428571428571,0.0,0.6263214285714286,0.46251428571428566
2/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,1.0,99.0,95.0,2023.0,545.0,2024-09-11,20,False,650000.0,220000.0,0.38542857142857145,1349000000.0,0.0,-80265500000.0,0.9555416666666666,0.6263214285714286,8768499999.999998,0.48178571428571426,0.38542857142857145
558 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,242.0,118.0,2000.0,545.0,2023-09-04,7,False,580000.0,360000.0,0.38542857142857145,0.0,674500000.0,16187999999.999998,2.2483333333333335,-0.4817857142857143,0.0,-0.19271428571428573,0.38542857142857145
560 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,274.0,118.0,2000.0,545.0,2023-10-19,7,False,580000.0,360000.0,0.38542857142857145,0.0,674500000.0,37771999999.99999,2.2483333333333335,-0.4817857142857143,0.0,-0.19271428571428573,0.38542857142857145
2/509 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,5,10.0,218.0,789.0,2000.0,545.0,2024-09-16,77,False,3020000.0,1180000.0,-0.7939196721311476,2023499999.9999998,5396000000.0,-0.8658245192307692,16.88948,0.505875,47214999999.99999,8.937125,-0.7939196721311476
8/91 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,114.0,76.0,2021.0,545.0,2024-02-12,3,False,710000.0,415000.0,0.38542857142857145,674500000.0,0.0,-70147999999.99998,-0.11241666666666666,0.5299642857142858,-2698000000.0,1.0599285714285713,0.38542857142857145
1/418 MANCHESTER STREET ,CHRISTCHURCH,-,2.0,2,1.0,145.0,80.0,2020.0,540.0,2024-10-11,7,False,670000.0,305000.0,0.2890714285714286,674500000.0,0.0,-49238500000.0,0.11241666666666666,0.4817857142857143,0.0,0.6745,0.2890714285714286
1/55 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,174.0,86.0,2023.0,540.0,2024-06-01,7,False,660000.0,300000.0,0.2890714285714286,0.0,674500000.0,-29678000000.0,0.44966666666666666,0.6263214285714286,0.0,0.5781428571428572,0.2890714285714286
62D CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,146.0,72.0,2023.0,540.0,2024-02-28,7,False,590000.0,260000.0,0.2890714285714286,0.0,0.0,-48564000000.0,-0.33725,0.6263214285714286,0.0,-0.09635714285714286,0.2890714285714286
2/24 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,120.0,73.0,2021.0,540.0,2024-11-06,7,False,650000.0,220000.0,0.2890714285714286,674500000.0,0.0,-66100999999.99999,-0.2810416666666667,0.5299642857142858,0.0,0.48178571428571426,0.2890714285714286
15 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,130.0,95.0,2019.0,540.0,2024-12-13,21,True,660000.0,260000.0,0.2890714285714286,674500000.0,0.0,-59356000000.0,0.9555416666666666,0.43360714285714286,9442999999.999998,0.5781428571428572,0.2890714285714286
17 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,130.0,95.0,2019.0,540.0,2024-12-15,28,True,660000.0,260000.0,0.2890714285714286,674500000.0,0.0,-59356000000.0,0.9555416666666666,0.43360714285714286,14164500000.0,0.5781428571428572,0.2890714285714286
3/57 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,155.0,93.0,2021.0,540.0,2024-11-04,7,False,690000.0,245000.0,0.2890714285714286,674500000.0,0.0,-42493499999.99999,0.843125,0.5299642857142858,0.0,0.8672142857142857,0.2890714285714286
5/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,100.0,67.0,2024.0,540.0,2024-08-27,8,False,630000.0,230000.0,0.2890714285714286,0.0,0.0,-79590999999.99998,-0.6182916666666667,0.6745,674500000.0,0.2890714285714286,0.2890714285714286
3/167 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,540.0,2024-01-16,37,False,600000.0,190000.0,0.2890714285714286,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,20235000000.0,0.0,0.2890714285714286
16 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,250.0,82.0,1920.0,540.0,2023-10-27,7,False,680000.0,370000.0,-1.4838999999999998,0.0,0.0,0.3854285714285714,-2.2328275862068963,-2.698,0.0,-0.5246111111111111,-1.4838999999999998
2/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,142.0,70.0,2024.0,540.0,2024-09-17,22,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-51262000000.0,-0.44966666666666666,0.6745,10117500000.0,0.5781428571428572,0.2890714285714286
3/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,111.0,70.0,2024.0,540.0,2024-09-03,8,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-72171499999.99998,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572,0.2890714285714286
4/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,540.0,2024-09-03,8,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-74194999999.99998,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572,0.2890714285714286
6/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,107.0,67.0,2024.0,540.0,2024-09-03,8,False,620000.0,290000.0,0.2890714285714286,0.0,0.0,-74869500000.0,-0.6182916666666667,0.6745,674500000.0,0.19271428571428573,0.2890714285714286
